Picked up JAVA_TOOL_OPTIONS: -Xmx2g
Opening log file:  /tmp/java.log.5020

                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022b Update 2 (9.13.0.2105380) 64-bit (glnxa64)
                              October 26, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
Starting parallel pool (parpool) using the 'local' profile ...
Connected to the parallel pool (number of workers: 32).
Loaded 446 seeds from grids/seeds/individual/y2023.mat
	scoring all of them using MC
	MCS total time 14.0 m + evolution total time 2.0 d = 2.0 d
	MCS runs 446 (1.0 m each) --> evolution runs 352 (4.0 h each)

seed     2 | Wombat(0,1.0 m,0.64) x  221 | MC estimate  65
seed 56 | gen    8 (794 grids scored in 9.0 m) | maps{1} | new champion: max wsl 10, nw 14, score 144
seed 41 | gen    6 (335 grids scored in 3.8 m) | maps{1} | new champion: max wsl 10, nw 14, score 153
seed 51 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 71
seed 176 | gen    7 (636 grids scored in 24.2 m) | maps{1} | new champion: max wsl 9, nw 14, score 150
seed 86 | gen    9 (848 grids scored in 4.0 m) | maps{1} | new champion: max wsl 12, nw 14, score 134
seed 156 | gen   15 (1.3K grids scored in 19.2 m) | maps{1} | new champion: max wsl 10, nw 14, score 158
seed 146 | gen   17 (1.5K grids scored in 6.2 m) | maps{1} | new champion: max wsl 12, nw 15, score 129
seed 136 | gen   10 (1.3K grids scored in 29.0 m) | maps{1} | new champion: max wsl 9, nw 14, score 157
seed 146 | gen   18 (1.7K grids scored in 6.9 m) | maps{1} | new champion: max wsl 9, nw 15, score 139
seed 171 | gen   13 (1.4K grids scored in 16.1 m) | maps{1} | new champion: max wsl 10, nw 14, score 150
seed 126 | gen   15 (778 grids scored in 31.8 m) | maps{1} | new champion: max wsl 13, nw 15, score 143
seed 86 | gen   10 (1.0K grids scored in 6.3 m) | maps{1} | new champion: max wsl 12, nw 13, score 138
seed 111 | gen   11 (1.3K grids scored in 23.0 m) | maps{1} | new champion: max wsl 10, nw 18, score 152
seed 36 | gen    8 (855 grids scored in 7.9 m) | maps{1} | new champion: max wsl 8, nw 16, score 150
seed 41 | gen    7 (468 grids scored in 6.7 m) | maps{1} | new champion: max wsl 8, nw 12, score 156
seed 146 | gen   19 (1.8K grids scored in 8.0 m) | maps{1} | new champion: max wsl 8, nw 15, score 148
seed 166 | gen   12 (1.3K grids scored in 32.1 m) | maps{1} | new champion: max wsl 8, nw 12, score 159
seed 151 | gen   15 (1.9K grids scored in 24.3 m) | maps{1} | new champion: max wsl 13, nw 14, score 163
seed 96 | gen   41 (4.5K grids scored in 18.4 m) | maps{1} | new champion: max wsl 12, nw 13, score 137
seed 191 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 69
seed 156 | gen   16 (1.5K grids scored in 22.5 m) | maps{1} | new champion: max wsl 9, nw 13, score 160
seed 181 | gen    8 (766 grids scored in 7.7 m) | maps{1} | new champion: max wsl 11, nw 12, score 148
seed 191 | gen    2 (72 grids scored in 31.2 s) | maps{1} | new champion: max wsl 13, nw 13, score 104
seed 146 | gen   20 (2.0K grids scored in 9.5 m) | maps{1} | new champion: max wsl 8, nw 14, score 150
seed 96 | gen   42 (4.6K grids scored in 19.6 m) | maps{1} | new champion: max wsl 12, nw 13, score 145
seed 171 | gen   14 (1.6K grids scored in 19.0 m) | maps{1} | new champion: max wsl 10, nw 14, score 152
seed 176 | gen    8 (801 grids scored in 29.2 m) | maps{1} | new champion: max wsl 10, nw 14, score 152
seed 191 | gen    3 (186 grids scored in 1.4 m) | maps{1} | new champion: max wsl 13, nw 15, score 111
seed 41 | gen    8 (610 grids scored in 9.2 m) | maps{1} | new champion: max wsl 8, nw 12, score 167
seed 46 | gen   13 (1.1K grids scored in 17.8 m) | maps{1} | new champion: max wsl 12, nw 16, score 145
seed 36 | gen    9 (1.0K grids scored in 11.0 m) | maps{1} | new champion: max wsl 8, nw 16, score 153
seed 146 | gen   21 (2.1K grids scored in 10.9 m) | maps{1} | new champion: max wsl 8, nw 13, score 156
seed 126 | gen   16 (941 grids scored in 35.6 m) | maps{1} | new champion: max wsl 13, nw 15, score 144
seed 181 | gen    9 (889 grids scored in 10.1 m) | maps{1} | new champion: max wsl 9, nw 13, score 153
seed 166 | gen   13 (1.4K grids scored in 35.8 m) | maps{1} | new champion: max wsl 9, nw 13, score 160
seed 46 | gen   14 (1.2K grids scored in 19.2 m) | maps{1} | new champion: max wsl 12, nw 16, score 147
seed 96 | gen   43 (4.7K grids scored in 21.6 m) | maps{1} | new champion: max wsl 12, nw 13, score 146
seed 191 | gen    4 (319 grids scored in 3.2 m) | maps{1} | new champion: max wsl 13, nw 15, score 127
seed 46 | gen   15 (1.4K grids scored in 20.7 m) | maps{1} | new champion: max wsl 12, nw 16, score 148
seed 56 | gen   10 (1.1K grids scored in 18.0 m) | maps{1} | new champion: max wsl 10, nw 12, score 146
seed 36 | gen   10 (1.2K grids scored in 14.0 m) | maps{1} | new champion: max wsl 8, nw 16, score 156
seed 96 | gen   44 (4.9K grids scored in 23.7 m) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 191 | gen    5 (456 grids scored in 5.2 m) | maps{1} | new champion: max wsl 13, nw 14, score 131
seed 76 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 7, score 68
seed 76 | gen    1 (4 grids scored in 4.1 s) | maps{1} | new champion: max wsl 13, nw 14, score 114
seed 86 | gen   12 (1.3K grids scored in 13.6 m) | maps{1} | new champion: max wsl 9, nw 11, score 150
seed 121 | gen   11 (1.3K grids scored in 25.5 m) | maps{1} | new champion: max wsl 8, nw 14, score 154
seed 166 | gen   14 (1.5K grids scored in 39.1 m) | maps{1} | new champion: max wsl 9, nw 14, score 162
seed 176 | gen    9 (965 grids scored in 34.5 m) | maps{1} | new champion: max wsl 10, nw 14, score 154
seed 76 | gen    2 (46 grids scored in 1.6 m) | maps{1} | new champion: max wsl 11, nw 13, score 135
seed 126 | gen   17 (1.1K grids scored in 40.5 m) | maps{1} | new champion: max wsl 8, nw 11, score 155
seed 96 | gen   45 (5.0K grids scored in 26.2 m) | maps{1} | new champion: max wsl 9, nw 14, score 164
seed 191 | gen    6 (595 grids scored in 8.1 m) | maps{1} | new champion: max wsl 13, nw 13, score 137
seed 36 | gen   11 (1.4K grids scored in 17.3 m) | maps{1} | new champion: max wsl 8, nw 16, score 157
seed 56 | gen   11 (1.3K grids scored in 21.4 m) | maps{1} | new champion: max wsl 12, nw 10, score 147
seed 131 | gen   20 (2.1K grids scored in 37.8 m) | maps{1} | new champion: max wsl 13, nw 14, score 163
seed 81 | gen   14 (1.3K grids scored in 32.6 m) | maps{1} | new champion: max wsl 9, nw 13, score 147
seed 86 | gen   13 (1.4K grids scored in 16.9 m) | maps{1} | new champion: max wsl 9, nw 11, score 157
seed 46 | gen   17 (1.7K grids scored in 26.2 m) | maps{1} | new champion: max wsl 12, nw 15, score 156
seed 166 | gen   15 (1.7K grids scored in 43.5 m) | maps{1} | new champion: max wsl 9, nw 14, score 164
seed 171 | gen   16 (1.9K grids scored in 28.9 m) | maps{1} | new champion: max wsl 11, nw 12, score 155
seed 76 | gen    3 (161 grids scored in 5.9 m) | maps{1} | new champion: max wsl 11, nw 14, score 139
seed 181 | gen   11 (1.2K grids scored in 18.9 m) | maps{1} | new champion: max wsl 9, nw 13, score 157
seed 36 | gen   12 (1.6K grids scored in 20.5 m) | maps{1} | new champion: max wsl 8, nw 16, score 159
seed 101 | gen    6 (675 grids scored in 26.1 m) | maps{1} | new champion: max wsl 8, nw 14, score 151
seed 46 | gen   18 (1.9K grids scored in 28.1 m) | maps{1} | new champion: max wsl 12, nw 15, score 159
seed 126 | gen   18 (1.3K grids scored in 45.2 m) | maps{1} | new champion: max wsl 8, nw 13, score 157
seed 56 | gen   12 (1.5K grids scored in 25.3 m) | maps{1} | new champion: max wsl 9, nw 14, score 148
seed 191 | gen    7 (745 grids scored in 12.6 m) | maps{1} | new champion: max wsl 8, nw 15, score 145
seed 161 | gen   17 (2.1K grids scored in 32.8 m) | maps{1} | new champion: max wsl 10, nw 14, score 168
seed 81 | gen   15 (1.5K grids scored in 37.2 m) | maps{1} | new champion: max wsl 10, nw 15, score 148
seed 96 | gen   47 (5.3K grids scored in 32.4 m) | maps{1} | new champion: max wsl 9, nw 14, score 167
seed 121 | gen   13 (1.7K grids scored in 33.3 m) | maps{1} | new champion: max wsl 8, nw 14, score 156
seed 131 | gen   22 (2.4K grids scored in 43.9 m) | maps{1} | new champion: max wsl 9, nw 13, score 166
seed 76 | gen    4 (276 grids scored in 9.6 m) | maps{1} | new champion: max wsl 11, nw 14, score 143
seed 171 | gen   17 (2.1K grids scored in 33.0 m) | maps{1} | new champion: max wsl 10, nw 13, score 159
seed 156 | gen   19 (2.0K grids scored in 37.6 m) | maps{1} | new champion: max wsl 9, nw 13, score 161
seed 181 | gen   12 (1.3K grids scored in 22.8 m) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 141 | gen    8 (762 grids scored in 39.0 m) | maps{1} | new champion: max wsl 9, nw 11, score 157
seed 56 | gen   13 (1.6K grids scored in 29.0 m) | maps{1} | new champion: max wsl 9, nw 14, score 152
seed 191 | gen    8 (899 grids scored in 16.9 m) | maps{1} | new champion: max wsl 8, nw 14, score 151
seed 121 | gen   14 (1.8K grids scored in 36.3 m) | maps{1} | new champion: max wsl 8, nw 14, score 160
seed 126 | gen   19 (1.5K grids scored in 50.6 m) | maps{1} | new champion: max wsl 8, nw 12, score 158
seed 81 | gen   16 (1.6K grids scored in 41.7 m) | maps{1} | new champion: max wsl 9, nw 14, score 149
seed 181 | gen   13 (1.5K grids scored in 26.2 m) | maps{1} | new champion: max wsl 9, nw 13, score 160
seed 76 | gen    5 (403 grids scored in 13.5 m) | maps{1} | new champion: max wsl 11, nw 14, score 150
seed 171 | gen   18 (2.3K grids scored in 37.1 m) | maps{1} | new champion: max wsl 10, nw 14, score 167
seed 111 | gen   15 (2.0K grids scored in 43.6 m) | maps{1} | new champion: max wsl 11, nw 14, score 153
seed 36 | gen   14 (2.0K grids scored in 28.7 m) | maps{1} | new champion: max wsl 8, nw 16, score 160
seed 116 | gen   37 (5.6K grids scored in 48.9 m) | maps{1} | new champion: max wsl 9, nw 14, score 157
seed 121 | gen   15 (2.0K grids scored in 39.4 m) | maps{1} | new champion: max wsl 10, nw 14, score 164
seed 191 | gen    9 (1.1K grids scored in 20.7 m) | maps{1} | new champion: max wsl 8, nw 15, score 155
seed 116 | gen   38 (5.7K grids scored in 50.2 m) | maps{1} | new champion: max wsl 9, nw 15, score 158
seed 111 | gen   16 (2.2K grids scored in 45.8 m) | maps{1} | new champion: max wsl 10, nw 14, score 160
seed 71 | gen   25 (2.8K grids scored in 57.6 m) | maps{1} | new champion: max wsl 9, nw 16, score 170
seed 86 | gen   16 (1.9K grids scored in 30.0 m) | maps{1} | new champion: max wsl 9, nw 11, score 158
seed 66 | gen   22 (2.9K grids scored in 43.5 m) | maps{1} | new champion: max wsl 10, nw 11, score 169
seed 151 | gen   22 (3.0K grids scored in 47.9 m) | maps{1} | new champion: max wsl 10, nw 15, score 170
seed 156 | gen   21 (2.3K grids scored in 46.4 m) | maps{1} | new champion: max wsl 9, nw 14, score 166
seed 56 | gen   15 (2.0K grids scored in 38.3 m) | maps{1} | new champion: max wsl 9, nw 14, score 158
seed 86 | gen   17 (2.0K grids scored in 33.0 m) | maps{1} | new champion: max wsl 9, nw 11, score 159
seed 176 | gen   11 (1.3K grids scored in 55.1 m) | maps{1} | new champion: max wsl 9, nw 15, score 158
seed 66 | gen   24 (3.3K grids scored in 48.0 m) | maps{1} | new champion: max wsl 9, nw 11, score 170
seed 156 | gen   22 (2.5K grids scored in 50.1 m) | maps{1} | new champion: max wsl 9, nw 14, score 167
seed 111 | gen   18 (2.6K grids scored in 52.0 m) | maps{1} | new champion: max wsl 9, nw 14, score 169
seed 101 | gen    8 (1.0K grids scored in 42.6 m) | maps{1} | new champion: max wsl 8, nw 11, score 154
seed 151 | gen   24 (3.3K grids scored in 53.1 m) | maps{1} | new champion: max wsl 10, nw 15, score 173
seed 121 | gen   17 (2.4K grids scored in 47.7 m) | maps{1} | new champion: max wsl 10, nw 14, score 168
seed 61 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 10, score 73
seed 61 | gen    1 (5 grids scored in 3.0 s) | maps{1} | new champion: max wsl 13, nw 17, score 94
seed 61 | gen    2 (86 grids scored in 37.7 s) | maps{1} | new champion: max wsl 13, nw 17, score 107
seed 61 | gen    3 (190 grids scored in 1.3 m) | maps{1} | new champion: max wsl 9, nw 16, score 128
seed 96 | gen   51 (5.8K grids scored in 49.3 m) | maps{1} | new champion: max wsl 9, nw 13, score 169
seed 61 | gen    4 (345 grids scored in 3.1 m) | maps{1} | new champion: max wsl 9, nw 15, score 137
seed 121 | gen   18 (2.5K grids scored in 51.0 m) | maps{1} | new champion: max wsl 10, nw 14, score 170
seed 86 | gen   19 (2.3K grids scored in 39.6 m) | maps{1} | new champion: max wsl 9, nw 12, score 162
seed 176 | gen   12 (1.5K grids scored in 1.0 h) | maps{1} | new champion: max wsl 9, nw 14, score 160
seed 61 | gen    5 (503 grids scored in 5.4 m) | maps{1} | new champion: max wsl 9, nw 16, score 144
seed 121 | gen   19 (2.7K grids scored in 54.8 m) | maps{1} | new champion: max wsl 10, nw 15, score 173
seed 76 | gen    7 (700 grids scored in 30.7 m) | maps{1} | new champion: max wsl 11, nw 14, score 153
seed 186 | gen    0 (0 grids scored in 0.0 s) | maps{1} | new champion: max wsl 13, nw 8, score 69
seed 181 | gen   17 (2.1K grids scored in 47.6 m) | maps{1} | new champion: max wsl 9, nw 12, score 161
seed 41 | gen   14 (1.7K grids scored in 48.3 m) | maps{1} | new champion: max wsl 8, nw 16, score 168
seed 61 | gen    7 (826 grids scored in 12.8 m) | maps{1} | new champion: max wsl 9, nw 16, score 145
seed 41 | gen   15 (1.8K grids scored in 51.5 m) | maps{1} | new champion: max wsl 8, nw 15, score 172
seed 61 | gen    8 (1.0K grids scored in 15.3 m) | maps{1} | new champion: max wsl 9, nw 16, score 149
seed 101 | gen   10 (1.4K grids scored in 59.7 m) | maps{1} | new champion: max wsl 8, nw 14, score 155
seed 181 | gen   19 (2.4K grids scored in 55.5 m) | maps{1} | new champion: max wsl 9, nw 13, score 163
seed 76 | gen    9 (988 grids scored in 43.2 m) | maps{1} | new champion: max wsl 11, nw 14, score 159
seed 56 | gen   20 (2.8K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 16, score 159
seed 126 | gen   22 (2.0K grids scored in 1.4 h) | maps{1} | new champion: max wsl 8, nw 14, score 160
seed 111 | gen   23 (3.5K grids scored in 1.3 h) | maps{1} | new champion: max wsl 9, nw 14, score 170
seed 56 | gen   21 (3.0K grids scored in 1.1 h) | maps{1} | new champion: max wsl 10, nw 16, score 166
seed 176 | gen   14 (1.8K grids scored in 1.4 h) | maps{1} | new champion: max wsl 10, nw 13, score 162
seed 86 | gen   24 (3.1K grids scored in 1.1 h) | maps{1} | new champion: max wsl 9, nw 13, score 163
seed 41 | gen   18 (2.4K grids scored in 1.1 h) | maps{1} | new champion: max wsl 8, nw 15, score 178
seed 176 | gen   15 (2.0K grids scored in 1.5 h) | maps{1} | new champion: max wsl 10, nw 13, score 163
seed 156 | gen   27 (3.3K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 13, score 170
seed 151 | gen   32 (4.6K grids scored in 1.5 h) | maps{1} | new champion: max wsl 9, nw 14, score 174
seed 101 | gen   12 (1.8K grids scored in 1.3 h) | maps{1} | new champion: max wsl 8, nw 14, score 156
seed 61 | gen   12 (1.7K grids scored in 36.0 m) | maps{1} | new champion: max wsl 9, nw 15, score 152
seed 76 | gen   12 (1.4K grids scored in 1.1 h) | maps{1} | new champion: max wsl 8, nw 14, score 168
seed 101 | gen   13 (2.0K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 14, score 159
seed 146 | gen   35 (4.3K grids scored in 1.3 h) | maps{1} | new champion: max wsl 8, nw 13, score 165
seed 181 | gen   24 (3.0K grids scored in 1.4 h) | maps{1} | new champion: max wsl 9, nw 13, score 164
seed 61 | gen   15 (2.3K grids scored in 47.8 m) | maps{1} | new champion: max wsl 9, nw 15, score 154
seed 66 | gen   36 (5.5K grids scored in 1.6 h) | maps{1} | new champion: max wsl 8, nw 10, score 171
seed 176 | gen   17 (2.3K grids scored in 1.8 h) | maps{1} | new champion: max wsl 9, nw 14, score 168
seed 66 | gen   37 (5.7K grids scored in 1.7 h) | maps{1} | new champion: max wsl 9, nw 14, score 173
seed 96 | gen   61 (7.3K grids scored in 1.7 h) | maps{1} | new champion: max wsl 9, nw 14, score 172
seed 101 | gen   15 (2.4K grids scored in 1.8 h) | maps{1} | new champion: max wsl 10, nw 14, score 160
seed 166 | gen   22 (2.7K grids scored in 2.3 h) | maps{1} | new champion: max wsl 9, nw 14, score 165
seed 36 | gen   24 (3.9K grids scored in 1.9 h) | maps{1} | new champion: max wsl 8, nw 16, score 161
seed 36 | gen   25 (4.1K grids scored in 1.9 h) | maps{1} | new champion: max wsl 8, nw 16, score 163
seed 161 | gen   32 (4.8K grids scored in 2.1 h) | maps{1} | new champion: max wsl 9, nw 13, score 170
seed 56 | gen   32 (5.0K grids scored in 2.1 h) | maps{1} | new champion: max wsl 9, nw 12, score 167
seed 51 | gen  196 (30.1K grids scored in 2.0 h) | maps{1} | new champion: max wsl 13, nw 15, score 115
seed 51 | gen  197 (30.3K grids scored in 2.0 h) | maps{1} | new champion: max wsl 11, nw 15, score 130
seed 56 | gen   34 (5.4K grids scored in 2.2 h) | maps{1} | new champion: max wsl 9, nw 12, score 168
seed 81 | gen   21 (2.4K grids scored in 2.4 h) | maps{1} | new champion: max wsl 8, nw 14, score 153
seed 51 | gen  198 (30.5K grids scored in 2.1 h) | maps{1} | new champion: max wsl 11, nw 15, score 143
seed 36 | gen   28 (4.6K grids scored in 2.2 h) | maps{1} | new champion: max wsl 8, nw 16, score 164
seed 51 | gen  199 (30.7K grids scored in 2.1 h) | maps{1} | new champion: max wsl 11, nw 14, score 149
seed 51 | gen  200 (30.9K grids scored in 2.1 h) | maps{1} | new champion: max wsl 11, nw 14, score 150
seed 191 | gen   16 (2.2K grids scored in 2.0 h) | maps{1} | new champion: max wsl 10, nw 12, score 156
seed 56 | gen   36 (5.7K grids scored in 2.3 h) | maps{1} | new champion: max wsl 9, nw 12, score 170
seed 101 | gen   18 (3.0K grids scored in 2.3 h) | maps{1} | new champion: max wsl 13, nw 13, score 162
seed 166 | gen   25 (3.1K grids scored in 2.7 h) | maps{1} | new champion: max wsl 8, nw 13, score 167
seed 51 | gen  205 (31.8K grids scored in 2.3 h) | maps{1} | new champion: max wsl 9, nw 15, score 152
seed 181 | gen   32 (4.2K grids scored in 2.4 h) | maps{1} | new champion: max wsl 9, nw 11, score 165
seed 81 | gen   23 (2.7K grids scored in 2.7 h) | maps{1} | new champion: max wsl 8, nw 16, score 155
seed 136 | gen   21 (3.4K grids scored in 2.9 h) | maps{1} | new champion: max wsl 10, nw 15, score 159
seed 36 | gen   32 (5.4K grids scored in 2.5 h) | maps{1} | new champion: max wsl 8, nw 15, score 166
seed 181 | gen   34 (4.5K grids scored in 2.5 h) | maps{1} | new champion: max wsl 9, nw 11, score 166
seed 131 | gen   35 (4.2K grids scored in 3.0 h) | maps{1} | new champion: max wsl 9, nw 13, score 169
seed 136 | gen   23 (3.8K grids scored in 3.0 h) | maps{1} | new champion: max wsl 9, nw 15, score 164
seed 71 | gen   41 (5.6K grids scored in 3.1 h) | maps{1} | new champion: max wsl 9, nw 16, score 171
seed 181 | gen   36 (4.7K grids scored in 2.7 h) | maps{1} | new champion: max wsl 9, nw 12, score 167
seed 51 | gen  212 (33.1K grids scored in 2.7 h) | maps{1} | new champion: max wsl 9, nw 14, score 153
seed 86 | gen   36 (5.0K grids scored in 2.7 h) | maps{1} | new champion: max wsl 9, nw 11, score 167
seed 51 | gen  213 (33.3K grids scored in 2.7 h) | maps{1} | new champion: max wsl 8, nw 15, score 159
seed 126 | gen   29 (3.4K grids scored in 3.2 h) | maps{1} | new champion: max wsl 8, nw 15, score 163
seed 86 | gen   37 (5.2K grids scored in 2.8 h) | maps{1} | new champion: max wsl 9, nw 11, score 171
seed 71 | gen   44 (6.2K grids scored in 3.4 h) | maps{1} | new champion: max wsl 9, nw 16, score 177
seed 181 | gen   43 (5.7K grids scored in 3.6 h) | maps{1} | new champion: max wsl 9, nw 13, score 168
